timestamp,location,price,loyaltynum,geometry,Cluster Nummer
,Brew've Been Served,19.47,L9363,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Abila Scrapyard,1158.36,L3317,"POLYGON ((24.84589546 36.07434876, 24.84589546 36.07443715, 24.84602789 36.07443715, 24.84602789 36.07434876, 24.84589546 36.07434876))",53.0
,Abila Airport,4792.5,L3317,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,10.71,L7291,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,5.13,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,General Grocer,285.34,L8566,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Brew've Been Served,14.85,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,25.4,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,31.81,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,6.87,L5777,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,15.39,L7783,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Bean There Done That,3.92,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,31.5,L3191,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,19.92,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,15.93,L1682,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,14.45,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Ouzeri Elian,35.24,L1485,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,10.34,L6119,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,25.98,L6119,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,13.41,L3014,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,15.25,L3014,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,18.67,L4149,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,31.05,L4149,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,10.76,L6544,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Hallowed Grounds,12.03,L4424,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,3.03,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,3.44,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,26.68,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,8.34,L5553,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,30.93,L5553,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Albert's Fine Clothing,126.13,L3366,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Bean There Done That,9.3,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,15.85,L8148,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,26.76,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,23.61,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Carlyle Chemical Inc.,227.81,L5924,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Brew've Been Served,5.89,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,5.01,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,12.64,L2169,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,General Grocer,227.28,L2169,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Carlyle Chemical Inc.,3489.36,L8477,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Hallowed Grounds,11.49,L8012,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,13.32,L3259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Ouzeri Elian,20.46,L3259,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,5.31,L9363,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,29.81,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,36.44,L5224,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Chostus Hotel,113.25,L7291,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Brew've Been Served,17.25,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,27.78,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,10.72,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Ouzeri Elian,69.36,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,33.65,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,55.69,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Albert's Fine Clothing,211.47,L2169,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Albert's Fine Clothing,105.33,L5224,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Ahaggo Museum,32.14,L7291,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,Ahaggo Museum,89.32,L8566,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,Guy's Gyros,16.33,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Desafio Golf Course,160.77,L4164,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Ouzeri Elian,55.55,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,34.41,L1485,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Albert's Fine Clothing,63.36,L3014,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Desafio Golf Course,198.46,L2070,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Ouzeri Elian,38.55,L2070,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,42.32,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,24.72,L5259,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Kronos Mart,159.06,L8148,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Guy's Gyros,42.78,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Albert's Fine Clothing,195.81,L9637,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Ouzeri Elian,72.32,L8012,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Ahaggo Museum,120.2,L9363,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,Guy's Gyros,34.74,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,117.22,L5224,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Desafio Golf Course,129.33,L6886,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Hallowed Grounds,14.11,L5777,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,28.75,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,7.93,L7783,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Bean There Done That,18.02,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Albert's Fine Clothing,288.0,L4164,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Brew've Been Served,12.8,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,27.49,L5947,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,9.16,L6119,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,19.56,L3014,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,29.75,L3014,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Albert's Fine Clothing,49.48,L4149,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Bean There Done That,5.54,L4149,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,33.48,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,37.5,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,19.18,L6544,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,10.37,L4424,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,6.69,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,15.84,L5259,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,8.04,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,36.89,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Bean There Done That,15.24,L5553,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Bean There Done That,18.59,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,4.18,L8148,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Carlyle Chemical Inc.,1718.96,L4063,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Abila Airport,3617.47,L4063,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Maximum Iron and Steel,689.85,L4063,"POLYGON ((24.83306528 36.06523446, 24.83306528 36.06534083, 24.83318494 36.06534083, 24.83318494 36.06523446, 24.83306528 36.06523446))",45.0
,Maximum Iron and Steel,689.85,L4063,"POLYGON ((24.84137818 36.06402993, 24.84137818 36.06410072, 24.8414797 36.06410072, 24.8414797 36.06402993, 24.84137818 36.06402993))",46.0
,Ouzeri Elian,19.82,L4063,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,11.49,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,28.57,L3572,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,18.23,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Abila Airport,4417.03,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Abila Airport,2228.08,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,16.05,L2169,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,37.37,L9637,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,8.32,L8012,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,13.68,L7814,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Hallowed Grounds,5.85,L3259,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Guy's Gyros,12.76,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,8.0,L7291,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,18.71,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,20.47,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,35.03,L8566,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,19.64,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,22.34,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,29.25,L6886,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,15.94,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,7.28,L7783,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Albert's Fine Clothing,228.72,L3191,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Bean There Done That,19.37,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,11.86,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,6.45,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Chostus Hotel,109.54,L5947,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Hallowed Grounds,10.75,L6119,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,7.82,L4149,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,34.26,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,13.0,L6544,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,22.3,L6544,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,16.35,L4424,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,19.99,L4424,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,11.94,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,25.28,L5259,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,8.24,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,12.96,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,38.26,L5553,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,10.21,L5553,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,5.9,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,3.66,L8148,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Abila Airport,2369.56,L7761,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,3.21,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Albert's Fine Clothing,50.77,L2490,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
